Authorization Date,Record ID,Store Name,Store Type,Street Number,City,State,Zip Code,Zip4,County,Latitude,Longitude,End Date
1930-01-01,702400,COMPACT SUPER MARKET  ,Medium Grocery Store,1613,Washington,DC,20002,2701,DIST OF COLUMBIA,0.0,0.0,01/08/1997
1930-01-01,681817,7-ELEVEN 11733  ,Convenience Store,3530,Washington,DC,20008,2401,DIST OF COLUMBIA,0.0,0.0,11/18/1992
1930-01-01,282010,7-ELEVEN 20523B,Convenience Store,218,Washington,DC,20012,2010,DIST OF COLUMBIA,38.97541,-77.01615,01/19/2016
1930-01-01,700147,7-ELEVEN 22475,Convenience Store,450,Washington,DC,20011,6506,DIST OF COLUMBIA,0.0,0.0,01/27/1993
1930-01-01,362757,7 ELEVEN STORE #22228  ,Convenience Store,2209,Washington,DC,20020,2709,DIST OF COLUMBIA,0.0,0.0,08/19/1990
1930-01-01,658786,JIM'S PRODUCE  ,Small Grocery Store,12TH,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,0.0,0.0,08/22/1995
1930-01-01,433969,JESSIE TAYLOR SEAFOOD  ,Supermarket,11TH,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,0.0,0.0,02/22/1993
1930-01-01,339031,JAMES PRODUCE CO  ,Delivery Route,6007,Washington,DC,20011,1319,DIST OF COLUMBIA,0.0,0.0,11/19/1992
1930-01-01,257324,J & R MARKET  ,Convenience Store,500,Washington,DC,20010,2904,DIST OF COLUMBIA,0.0,0.0,07/25/2001
1930-01-01,372045,LEE SUPERMARKET  ,Medium Grocery Store,1551,Washington,DC,20032,5054,DIST OF COLUMBIA,0.0,0.0,09/22/1993
1930-01-01,356944,LEO DEKELBAUM & SONS INC  ,Small Grocery Store,417,Washington,DC,20002,7009,DIST OF COLUMBIA,0.0,0.0,11/19/1992
1930-01-01,476879,MURRAY'S MEATS-FARMERS MARKET  ,Meat/Poultry Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,01/04/1994
1930-01-01,379921,MARTING SEA FOOD & PROD  ,Small Grocery Store,2900-32N,WASHINGTON,DC,20020, ,DIST OF COLUMBIA,0.0,0.0,10/08/1992
1930-01-01,347451,MARION MKT  ,Convenience Store,621,Washington,DC,20001,3403,DIST OF COLUMBIA,0.0,0.0,11/11/1992
1930-01-01,668299,MCLAURIN'S MARKET  ,Convenience Store,3418,Washington,DC,20018,2722,DIST OF COLUMBIA,0.0,0.0,10/01/1995
1930-01-01,511324,Dorchester Market Inc  ,Medium Grocery Store,2480,Washington,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,10/08/1992
1930-01-01,512926,GEORGIA AVENUE FOOD BARN  ,Unknown,6205,Washington,DC,20011,5111,DIST OF COLUMBIA,0.0,0.0,10/17/1995
1930-01-01,391094,INDEPENDENCE GRO STORE  ,Unknown,1442,Washington,DC,20003,1536,DIST OF COLUMBIA,0.0,0.0,08/22/1995
1930-01-01,369088,HIGH'S #28600  ,Convenience Store,401,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,0.0,0.0,09/08/1993
1930-01-01,613610,FIRST CENTURY SEAFOOD  ,Medium Grocery Store,1353-55,WASHINGTON,DC,20011, ,DIST OF COLUMBIA,0.0,0.0,10/04/1993
1930-01-01,316890,FINE SWEETE SHOPPE  ,Bakery Specialty,225,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,0.0,0.0,03/10/1997
1930-01-01,372022,INTERNATIONAL GROCERY  ,Medium Grocery Store,1636,Washington,DC,20009,2434,DIST OF COLUMBIA,0.0,0.0,04/12/1999
1930-01-01,296580,FORT MCNAIR COMMISSARY  ,Combination Grocery/Other,4TH ST,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,10/10/1995
1965-07-09,326975,GIANT FOOD #34  ,Supermarket,300,Washington,DC,20011,2534,DIST OF COLUMBIA,0.0,0.0,07/11/1997
1965-07-12,721215,GIANT FOOD #101  ,Supermarket,3924,Washington,DC,20019,2661,DIST OF COLUMBIA,0.0,0.0,04/30/1996
1965-07-28,359823,SAFEWAY  4832,Supermarket,5545,Washington,DC,20015,2606,DIST OF COLUMBIA,38.96386,-77.07487, 
1965-07-28,399153,SAFEWAY  902,Supermarket,301,Washington,DC,20001,1826,DIST OF COLUMBIA,0.0,0.0,10/05/1998
1965-07-28,662906,SAFEWAY  693,Supermarket,4865,Washington,DC,20007,1577,DIST OF COLUMBIA,38.91715,-77.09618,07/14/2019
1965-07-28,654103,SAFEWAY  1395,Supermarket,4203,Washington,DC,20016,4549,DIST OF COLUMBIA,38.95213,-77.08287,09/26/2016
1965-07-29,456554,Giant Food 2379,Super Store,3336,Washington,DC,20016,3808,DIST OF COLUMBIA,38.93455,-77.07249, 
1965-09-20,319701,SAFEWAY  1276,Supermarket,6500,Washington,DC,20012,2900,DIST OF COLUMBIA,38.96866,-77.02618, 
1965-09-20,350579,SAFEWAY  789,Supermarket,645,Washington,DC,20032,2606,DIST OF COLUMBIA,0.0,0.0,10/05/1998
1965-10-13,249964,SAFEWAY  4873,Supermarket,3830,Washington,DC,20011,5841,DIST OF COLUMBIA,38.93842,-77.02467,12/04/2012
1966-09-12,601556,GIANT FOOD 091,Supermarket,3460,WASHINGTON,DC,20010, ,DIST OF COLUMBIA,38.93295,-77.03276,01/29/2006
1966-09-24,251518,GIANT FOOD #93  ,Supermarket,2800,Washington,DC,20020,3004,DIST OF COLUMBIA,0.0,0.0,10/12/1997
1966-10-12,600763,SAFEWAY  4928,Supermarket,2550,Washington,DC,20037,1902,DIST OF COLUMBIA,38.89938,-77.05454,12/04/2011
1967-04-26,387561,GIANT FOOD 383,Super Store,4303,Washington,DC,20008,2305,DIST OF COLUMBIA,38.94472,-77.06374, 
1967-07-21,510840,SAFEWAY  923,Supermarket,1701,Washington,DC,20009,2405,DIST OF COLUMBIA,38.91191,-77.03895, 
1967-09-07,566069,SAFEWAY 941,Supermarket,4310,Washington,DC,20008,2314,DIST OF COLUMBIA,0.0,0.0,05/15/1997
1968-06-27,533651,SAFEWAY  3303,Supermarket,2060,Washington,DC,20036,4906,DIST OF COLUMBIA,0.0,0.0,02/03/1998
1969-04-10,423795,LIFF'S MARKET  ,Convenience Store,600,Washington,DC,20032,4103,DIST OF COLUMBIA,0.0,0.0,11/04/2001
1969-09-25,401611,Super Fresh 979,Super Store,4330,Washington,DC,20016,2402,DIST OF COLUMBIA,38.94585,-77.09435,07/19/2011
1969-11-05,479936,Murrys Steaks 8008,Large Grocery Store,5630-32,Washington,DC,20032, ,DIST OF COLUMBIA,0.0,0.0,07/24/1997
1970-01-15,598772,DOTTIE REST GROCERY  ,Convenience Store,2203-05,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,08/08/2002
1970-02-24,639731,BOWMAN'S GROCERIES  ,Convenience Store,2600,Washington,DC,20020,5947,DIST OF COLUMBIA,0.0,0.0,02/02/1997
1970-05-01,341480,DC FARMERS MARKET STAND #37  ,Farmers' Market,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,01/12/1998
1970-06-10,501526,MARLIN SALES ANNEX  ,Convenience Store,1441,Washington,DC,20002,1733,DIST OF COLUMBIA,0.0,0.0,12/21/1995
1970-09-14,673526,Union Meat Company  ,Meat/Poultry Specialty,225,Washington,DC,20003, ,DIST OF COLUMBIA,38.88706,-76.99622, 
1970-11-22,666421,SAFEWAY  3306,Supermarket,1800,Washington,DC,20009,1203,DIST OF COLUMBIA,38.91413,-77.04496,01/04/2012
1971-01-25,265923,DC FARMERS MARKET DUTROW MEATS  ,Meat/Poultry Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,38.90879,-76.99794,04/24/2012
1971-02-10,618052,S  KRAMER & SONS PROVISION CO  ,Small Grocery Store,515,Washington,DC,20002,7011,DIST OF COLUMBIA,0.0,0.0,05/27/1998
1971-03-09,671108,SAFEWAY 2912,Supermarket,1855,Washington,DC,20007,2302,DIST OF COLUMBIA,38.91568,-77.0677,02/24/2010
1971-03-09,445206,SAFEWAY  4202,Supermarket,1747,Washington,DC,20009,2813,DIST OF COLUMBIA,38.92408,-77.04069, 
1971-03-18,504649,J & B FOODMARKET & HOT DELI  ,Convenience Store,233,Washington,DC,20011,4847,DIST OF COLUMBIA,0.0,0.0,02/24/2003
1971-03-19,661580,Murrys 8009,Combination Grocery/Other,4025,Washington,DC,20032,1331,DIST OF COLUMBIA,38.83038,-77.00774,08/24/2015
1971-03-24,525459,SUBURBAN MKT  ,Small Grocery Store,4600,Washington,DC,20019,3703,DIST OF COLUMBIA,38.90279,-76.93646,09/03/2018
1971-03-24,293465,TOWNES DELICATESSEN  ,Convenience Store,815,Washington,DC,20001,3123,DIST OF COLUMBIA,0.0,0.0,07/08/1999
1971-03-24,533454,SOUTHERN MARYLAND SEAFOOD COMPANY  ,Seafood Specialty,225,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,38.88706,-76.99622, 
1971-08-24,682141,CASSANDRA & FELICIA GROCERY  ,Convenience Store,3333,Washington,DC,20032,1541,DIST OF COLUMBIA,0.0,0.0,07/30/2003
1971-08-31,400805,MURRYS 8011,Combination Grocery/Other,3932,Washington,DC,20019,2661,DIST OF COLUMBIA,38.89389,-76.95016,08/24/2015
1971-09-16,550065,WRIGHTS MARKET  ,Convenience Store,637,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,05/13/1997
1971-12-14,532147,B & M MARKET  ,Convenience Store,215,Washington,DC,20001,1231,DIST OF COLUMBIA,38.90572,-77.01402,07/14/1998
1972-05-11,280865,EMERSON SUPER MARKET  ,Small Grocery Store,1209,WASHINGTON,DC,20005, ,DIST OF COLUMBIA,0.0,0.0,03/12/1997
1972-09-01,233999,WILLIAM PENCE CO  ,Meat/Poultry Specialty,521-523,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,09/26/1995
1973-02-15,371659,POSINS BAKERY DELICATESSEN  ,Large Grocery Store,5756,Washington,DC,20011,2929,DIST OF COLUMBIA,0.0,0.0,05/27/1998
1973-03-17,322203,CHERI'S PRODUCE  ,Fruits/Veg Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,04/14/1997
1973-09-24,267344,Murrys 8017,Combination Grocery/Other,610,Washington,DC,20002, ,DIST OF COLUMBIA,38.90026,-76.99813,12/03/2014
1974-05-06,545123,MURRYS STEAKS 8020,Large Grocery Store,419,Washington,DC,20003,2833,DIST OF COLUMBIA,0.0,0.0,01/25/1999
1974-08-22,453715,JB MARKET  ,Convenience Store,3418,Washington,DC,20010,2006,DIST OF COLUMBIA,38.93235,-77.0284,11/15/2006
1974-09-11,390728,VARIETY MARKET  ,Small Grocery Store,1511,Washington,DC,20001,3201,DIST OF COLUMBIA,0.0,0.0,11/11/1998
1974-09-18,518893,"HARVEY'S MARKET, INC  ",Meat/Poultry Specialty,1309,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,09/05/2000
1974-09-19,499699,CORONATION MARKET  ,Small Grocery Store,5422,Washington,DC,20011,3112,DIST OF COLUMBIA,38.95619,-77.01611,09/07/2011
1974-11-04,230303,MURRYS 8022,Combination Grocery/Other,3400,Washington,DC,20010,2502,DIST OF COLUMBIA,38.93227,-77.02373,12/03/2014
1975-03-07,408851,CUSTIS & BROWN SEAFOOD INC  ,Supermarket,1100,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,0.0,0.0,06/09/1997
1975-09-18,258912,Murrys 8023,Combination Grocery/Other,2800,Washington,DC,20020,3004,DIST OF COLUMBIA,38.86018,-76.96787,03/12/2014
1976-02-25,313471,SAFEWAY 1445,Supermarket,2845,Washington,DC,20020,3000,DIST OF COLUMBIA,38.86004,-76.96766, 
1977-01-24,402526,METRO SUPER MARKET  ,Large Grocery Store,2130,WASHINGTON,DC,20037, ,DIST OF COLUMBIA,0.0,0.0,12/17/1997
1977-06-22,298565,KENNEDY ST MARKET  ,Convenience Store,701,Washington,DC,20011,3031,DIST OF COLUMBIA,0.0,0.0,06/14/1995
1977-07-07,608183,Market Poultry  ,Meat/Poultry Specialty,225,Washington,DC,20003,4323,DIST OF COLUMBIA,38.88704,-76.99619,03/01/2016
1977-11-14,624637,ROSMACK ENT LTD  ,Food Buying Co-op,801,Washington,DC,20002,6125,DIST OF COLUMBIA,38.89471,-76.99491,09/09/2005
1978-02-21,469858,GEE'S MKT INC  ,Convenience Store,3583,Washington,DC,20010,1722,DIST OF COLUMBIA,38.93482,-77.02098,09/30/2009
1978-07-18,643275,SUNSHINE COUNTRY MKT  ,Convenience Store,1452,Washington,DC,20002,5402,DIST OF COLUMBIA,38.8948,-76.98384,05/20/2007
1978-10-28,571730,EASTERN THRIFTY MARKET  ,Convenience Store,1620,Washington,DC,20003,1615,DIST OF COLUMBIA,38.88871,-76.98116,12/29/2008
1979-02-04,272397,MRS SMITH GROCERY  ,Convenience Store,523,Washington,DC,20002,3423,DIST OF COLUMBIA,0.0,0.0,02/26/1997
1979-04-16,571303,Bi Rite Supermarket  ,Convenience Store,3406,Washington,DC,20010,2006,DIST OF COLUMBIA,0.0,0.0,10/23/2002
1979-06-01,369742,WOODNER GROCERY INC  ,Convenience Store,3636,WASHINGTON,DC,20010, ,DIST OF COLUMBIA,38.9363,-77.03648,01/25/2012
1979-06-27,617892,EASTERN MARKET MEATS  ,Meat/Poultry Specialty,225,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,0.0,0.0,10/09/1995
1979-08-01,228648,MURRY'S STEAKS  8027,Medium Grocery Store,1830,Washington,DC,20001,1067,DIST OF COLUMBIA,0.0,0.0,01/25/1999
1979-09-26,657850,PRUITT SEAFOOD INC  ,Seafood Specialty,1100,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,0.0,0.0,11/23/2004
1979-10-10,467078,GIANT FOOD 376,Super Store,1414,Washington,DC,20001,3304,DIST OF COLUMBIA,38.90874,-77.02302,12/09/2014
1979-10-17,317127,BROWN'S VARIETY SHOP  ,Convenience Store,2100,Washington,DC,20001,4040,DIST OF COLUMBIA,0.0,0.0,11/18/1997
1979-11-13,704460,BESTWAY SUPERMARKET  ,Supermarket,3178,Washington,DC,20010,2745,DIST OF COLUMBIA,38.93098,-77.03828,10/24/2007
1980-02-11,497604,FAR EAST DELI  ,Convenience Store,1612,Washington,DC,20019,2009,DIST OF COLUMBIA,0.0,0.0,10/12/1994
1980-04-07,338676,JOCIE'S MARKET  ,Convenience Store,4532,Washington,DC,20011,7126,DIST OF COLUMBIA,0.0,0.0,02/16/2000
1980-06-01,430372,T GROCERY  ,Convenience Store,1795,Washington,DC,20009,2119,DIST OF COLUMBIA,0.0,0.0,10/20/1999
1980-06-17,355855,Bolling AFB Commissary 2506,Military Commissary,185,Bolling AFB,DC,20032,7717,DIST OF COLUMBIA,38.84229,-77.01642, 
1980-08-01,265000,PARAMOUNT MARKET  ,Food Buying Co-op,2200,Washington,DC,20020,4302,DIST OF COLUMBIA,0.0,0.0,02/22/2001
1980-09-12,271750,FAMILY MARKET  ,Small Grocery Store,1200,Washington,DC,20002,2514,DIST OF COLUMBIA,0.0,0.0,04/14/1997
1980-10-20,635347,FORT DRUM MARKET  ,Convenience Store,4686,WASHINGTON,DC,20032, ,DIST OF COLUMBIA,38.8443,-76.99799,10/02/2006
1980-10-23,305450,CHUCKS MARKET  ,Convenience Store,2601,Washington,DC,20001,3933,DIST OF COLUMBIA,0.0,0.0,01/13/1998
1980-11-02,571717,SAFEWAY  4205,Supermarket,415,Washington,DC,20003,3002,DIST OF COLUMBIA,38.88346,-76.98555,09/03/2018
1980-12-03,360176,PARK PLAZA MARKET  ,Small Grocery Store,1629,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,07/02/2001
1981-01-12,605704,SANDHILL FARM  ,Farmers' Market, ,WASHINGTON,DC,20002, ,DIST OF COLUMBIA,0.0,0.0,05/30/1995
1981-03-09,690112,SAFEWAY  1425,Supermarket,401,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,38.87658,-77.01746,04/14/2010
1981-05-06,330839,SAFEWAY  4270,Supermarket,1601,Washington,DC,20002,7606,DIST OF COLUMBIA,38.90129,-76.98039, 
1981-06-23,234364,TWIN SPRINGS  ,Farmers' Market, ,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,0.0,0.0,09/22/1996
1981-09-11,673098,KNIGHT VARIETY  ,Convenience Store,221,Washington,DC,20011,4847,DIST OF COLUMBIA,0.0,0.0,06/05/1994
1981-11-30,351441,Murrys Steaks 8032,Large Grocery Store,3600,Washington,DC,20017,2546,DIST OF COLUMBIA,0.0,0.0,01/21/2002
1981-12-04,532137,MINI MARKET  ,Unknown,4700,Washington,DC,20032,2718,DIST OF COLUMBIA,0.0,0.0,03/03/2003
1982-03-01,570281,TYNISHA'S ART & GIFT SHOPE  ,Convenience Store,5213,Washington,DC,20011,3923,DIST OF COLUMBIA,0.0,0.0,03/28/2000
1982-03-16,314587,EARL BEANDER STAND 35  ,Small Grocery Store,1305,Washington,DC,20002,7003,DIST OF COLUMBIA,0.0,0.0,05/06/1993
1982-03-16,252720,INCE MINI MARKET  ,Convenience Store,1100,Washington,DC,20019,4000,DIST OF COLUMBIA,0.0,0.0,06/27/1996
1982-03-22,501987,SERV QUIK  ,Super Store,2401,Washington,DC,20020,5815,DIST OF COLUMBIA,0.0,0.0,09/17/1996
1982-04-05,436467,MINI MARKET  ,Unknown,1402,Washington,DC,20005,5401,DIST OF COLUMBIA,0.0,0.0,10/17/1994
1982-05-10,481991,MANOR PARK MARKET  ,Small Grocery Store,6224,WASHINGTON,DC,20111, ,DIST OF COLUMBIA,0.0,0.0,06/20/1994
1982-06-03,613836,TWINBROOK ORCHARDS  ,Farmers' Market, ,WASHINGTON,DC,20003, ,DIST OF COLUMBIA,0.0,0.0,02/16/2000
1982-07-07,610426,7-ELEVEN #23723  ,Convenience Store,1700,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,07/13/2000
1982-07-08,532071,PAIGE VENDING  ,Small Grocery Store,1414,WASHINGTON,DC,20024, ,DIST OF COLUMBIA,0.0,0.0,06/20/1995
1982-07-22,290550,J & W DEL  ,Small Grocery Store,409,Washington,DC,20002,4607,DIST OF COLUMBIA,0.0,0.0,03/04/1998
1982-09-21,343908,BOBS PLACE  ,Convenience Store,127,Washington,DC,20011,5260,DIST OF COLUMBIA,0.0,0.0,02/13/1995
1982-10-05,462024,GAIRSAN NATURAL FOODS  ,Small Grocery Store,1368,Washington,DC,20002,4447,DIST OF COLUMBIA,0.0,0.0,10/08/1992
1982-10-07,433314,7-ELEVEN 23861,Convenience Store,1400,Washington,DC,20005,3705,DIST OF COLUMBIA,0.0,0.0,02/16/2000
1982-10-12,492164,Brothers Liquor  ,Combination Grocery/Other,1140,Washington,DC,20002,7104,DIST OF COLUMBIA,0.0,0.0,02/03/2002
1982-10-26,370764,FISH NET  ,Small Grocery Store,707,Washington,DC,20001,3507,DIST OF COLUMBIA,0.0,0.0,05/26/1998
1982-11-03,258409,JACKS MARKET  ,Small Grocery Store,4118,Washington,DC,20011,7904,DIST OF COLUMBIA,0.0,0.0,09/23/1993
1982-11-08,322934,FREEDOM MARKET INC  ,Convenience Store,1901,WASHINGTON,DC,20009, ,DIST OF COLUMBIA,0.0,0.0,02/16/2000
1982-11-17,701961,M & A QUICK STOP DELI  ,Small Grocery Store,4903,Washington,DC,20019,4818,DIST OF COLUMBIA,0.0,0.0,05/19/1992
1983-01-20,577549,B'S GROCERY  ,Small Grocery Store,4015,Washington,DC,20011,5819,DIST OF COLUMBIA,0.0,0.0,11/11/1992
1983-01-27,265575,J & B LIQOURS  ,Convenience Store,1000,Washington,DC,20002,3706,DIST OF COLUMBIA,38.90385,-76.99262,03/18/2013
1983-01-27,520926,ALSTON'S SEAFOOD  ,Convenience Store,4189,Washington,DC,20019,3577,DIST OF COLUMBIA,0.0,0.0,02/09/1995
1983-02-03,242695,F & A DELIEATESSON  ,Convenience Store,1364,Washington,DC,20002,7127,DIST OF COLUMBIA,0.0,0.0,12/13/1994
1983-02-03,487624,FOOD BARN  ,Convenience Store,400,Washington,DC,20011,6506,DIST OF COLUMBIA,0.0,0.0,05/10/1995
1983-02-22,621432,HARVARD DELICATESSEN  ,Convenience Store,2820,Washington,DC,20001,3825,DIST OF COLUMBIA,0.0,0.0,12/04/1996
1983-03-08,707975,CAPITOL HILL POULTRY  ,Medium Grocery Store,225,Washington,DC,20003,4323,DIST OF COLUMBIA,0.0,0.0,04/11/2000
1983-03-23,454450,EL PROGRESO INTERNATIONAL MARKET  ,Medium Grocery Store,3158,Washington,DC,20010,2747,DIST OF COLUMBIA,0.0,0.0,10/21/1991
1983-03-24,246609,NOTHING FANCY PRODUCE  ,Small Grocery Store,3316,Washington,DC,20010,2406,DIST OF COLUMBIA,0.0,0.0,05/06/1993
1983-05-12,239594,DISCOUNT FOOD MARKET  ,Small Grocery Store,518,Washington,DC,20003,2834,DIST OF COLUMBIA,0.0,0.0,02/26/1991
1983-05-18,569670,CANALES DELICATESSEN  ,Meat/Poultry Specialty,225,Washington,DC,20003,4323,DIST OF COLUMBIA,38.88706,-76.99622,04/12/2017
1983-05-24,535893,BENCO SUPER MARKET  ,Medium Grocery Store,4528,Washington,DC,20019,5149,DIST OF COLUMBIA,0.0,0.0,05/06/1993
